component1,component2,component3,sigma,lcm
-3.7028143,-4.4667478,3.1401803,0.45,3.6
-3.7143435,-4.470865,3.1278481,0.46,3.6
-3.7256374,-4.4747396,3.1157172,0.47,3.6
-3.7370994,-4.478128,3.1035879,0.48,3.6
-3.7487025,-4.4810214,3.091478,0.49,3.6
-3.7604175,-4.4834166,3.0794032,0.5,3.6
-3.7722178,-4.4853096,3.0673773,0.51,3.6
-3.7840736,-4.4867015,3.055414,0.52,3.6
-3.7959602,-4.487593,3.043526,0.53,3.6
-3.8078482,-4.487988,3.0317235,0.54,3.6
-3.819713,-4.4878917,3.020017,0.55,3.6
-3.8315299,-4.4873104,3.0084164,0.56,3.6
-3.8432734,-4.486251,2.996927,0.57,3.6
-3.854921,-4.4847236,2.9855585,0.58,3.6
-3.86645,-4.4827366,2.9743161,0.59,3.6
-3.8778384,-4.480301,2.963202,0.6,3.6
-3.8890688,-4.477429,2.9522243,0.61,3.6
-3.9001215,-4.474132,2.9413848,0.62,3.6
-3.9109786,-4.470425,2.9306874,0.63,3.6
-3.9216237,-4.466318,2.9201326,0.64,3.6
-3.9320414,-4.461826,2.909722,0.65,3.6
-3.94222,-4.456962,2.8994572,0.66,3.6
-3.9521453,-4.4517407,2.8893387,0.67,3.6
-3.9618056,-4.446177,2.8793666,0.68,3.6
-3.9711926,-4.4402833,2.86954,0.69,3.6
-3.9802954,-4.434073,2.8598578,0.7,3.6
-3.9891074,-4.427562,2.8503196,0.71,3.6
-3.9976208,-4.4207635,2.840923,0.72,3.6
-4.005831,-4.413692,2.8316677,0.73,3.6
-4.013732,-4.4063587,2.8225493,0.74,3.6
-4.021321,-4.3987803,2.8135688,0.75,3.6
-4.028821,-4.392394,2.8030994,0.76,3.6
-4.035998,-4.3857512,2.7928016,0.77,3.6
-4.0417194,-4.378982,2.7837412,0.78,3.6
-4.046637,-4.3720074,2.7751124,0.79,3.6
-4.0509424,-4.365315,2.7666945,0.8,3.6
-4.054668,-4.3588705,2.758478,0.81,3.6
-4.058127,-4.352196,2.7503765,0.82,3.6
-4.061367,-4.3452106,2.7421875,0.83,3.6
-4.064403,-4.337902,2.7338579,0.84,3.6
-4.067159,-4.330446,2.7253644,0.85,3.6
-4.0696564,-4.322811,2.7169738,0.86,3.6
-4.0718956,-4.3150043,2.7087018,0.87,3.6
-4.07388,-4.307035,2.700543,0.88,3.6
-4.0756106,-4.298935,2.69252,0.89,3.6
-4.077042,-4.2908835,2.6848292,0.9,3.6
-4.078233,-4.28269,2.6772337,0.91,3.6
-4.0791883,-4.274366,2.6697333,0.92,3.6
-4.0799103,-4.265918,2.6623228,0.93,3.6
-4.0804043,-4.2573524,2.6549997,0.94,3.6
-4.080674,-4.2486806,2.6477628,0.95,3.6
-4.080725,-4.239907,2.6406078,0.96,3.6
-4.0805635,-4.2310433,2.633534,0.97,3.6
-4.0801907,-4.222091,2.6265361,0.98,3.6
-4.079612,-4.213061,2.6196141,0.99,3.6
-4.0788336,-4.203958,2.612765,1.0,3.6
-3.4724991,-4.20741,3.4483652,0.01,3.7
-3.4726055,-4.2078404,3.44807,0.02,3.7
-3.4727852,-4.2085595,3.4475744,0.03,3.7
-3.473039,-4.2095666,3.4468791,0.04,3.7
-3.473369,-4.210864,3.4459817,0.05,3.7
-3.4737785,-4.2124505,3.4448774,0.06,3.7
-3.4742737,-4.2143283,3.443565,0.07,3.7
-3.4748595,-4.216499,3.4420369,0.08,3.7
-3.4755418,-4.218964,3.4402902,0.09,3.7
-3.4763272,-4.221722,3.4383185,0.1,3.7
-3.4772263,-4.2247763,3.4361155,0.11,3.7
-3.4782486,-4.228126,3.433672,0.12,3.7
-3.4794085,-4.231771,3.4309816,0.13,3.7
-3.4807184,-4.235708,3.428035,0.14,3.7
-3.482198,-4.2399383,3.4248235,0.15,3.7
-3.4838626,-4.244454,3.4213364,0.16,3.7
-3.4857376,-4.2492514,3.4175644,0.17,3.7
-3.4878447,-4.2543197,3.413497,0.18,3.7
-3.4902117,-4.259649,3.4091227,0.19,3.7
-3.4928668,-4.265225,3.404433,0.2,3.7
-3.4958432,-4.271028,3.399418,0.21,3.7
-3.4991703,-4.277042,3.3940704,0.22,3.7
-3.5028841,-4.283237,3.388382,0.23,3.7
-3.5070186,-4.2895894,3.3823495,0.24,3.7
-3.5116055,-4.2960663,3.375968,0.25,3.7
-3.5166767,-4.3026357,3.3692367,0.26,3.7
-3.5220432,-4.3094773,3.361951,0.27,3.7
-3.527706,-4.3165812,3.3540905,0.28,3.7
-3.5338933,-4.323703,3.3458521,0.29,3.7
-3.5406232,-4.3308053,3.3372436,0.3,3.7
-3.5479116,-4.3378496,3.3282776,0.31,3.7
-3.5557683,-4.3447943,3.318963,0.32,3.7
-3.5641963,-4.351599,3.3093166,0.33,3.7
-3.5731993,-4.3582277,3.2993555,0.34,3.7
-3.5827732,-4.364641,3.2890975,0.35,3.7
-3.5924056,-4.371156,3.2785673,0.36,3.7
-3.6005266,-4.3788185,3.267803,0.37,3.7
-3.6090343,-4.3862677,3.256806,0.38,3.7
-3.6179152,-4.3934717,3.245602,0.39,3.7
-3.627155,-4.400397,3.23421,0.4,3.7
-3.636734,-4.407014,3.222655,0.41,3.7
-3.6466343,-4.413296,3.2109592,0.42,3.7
-3.6568344,-4.4192195,3.199147,0.43,3.7
-3.6673124,-4.424761,3.187239,0.44,3.7
-3.678042,-4.4299006,3.175256,0.45,3.7
-3.6890004,-4.4346223,3.1632192,0.46,3.7
-3.7001622,-4.438911,3.1511483,0.47,3.7
-3.7114995,-4.442755,3.1390624,0.48,3.7
-3.7229862,-4.446145,3.1269774,0.49,3.7
-3.734597,-4.4490724,3.1149123,0.5,3.7
-3.746303,-4.451534,3.1028798,0.51,3.7
-3.7577918,-4.453679,3.0910375,0.52,3.7
-3.7692673,-4.455385,3.0792851,0.53,3.7
-3.7807782,-4.45661,3.0675962,0.54,3.7
-3.7922995,-4.4573574,3.0559824,0.55,3.7
-3.8038065,-4.4576297,3.0444515,0.56,3.7
-3.8152752,-4.457434,3.033013,0.57,3.7
-3.8266814,-4.456775,3.0216758,0.58,3.7
-3.8380034,-4.455661,3.0104468,0.59,3.7
-3.84922,-4.454103,2.9993308,0.6,3.7
-3.8603098,-4.452109,2.988335,0.61,3.7
-3.871254,-4.4496894,2.9774616,0.62,3.7
-3.8820345,-4.446854,2.9667141,0.63,3.7
-3.8926353,-4.4436183,2.9560988,0.64,3.7
-3.9030383,-4.43999,2.9456155,0.65,3.7
-3.9132311,-4.4359856,2.9352667,0.66,3.7
-3.923198,-4.431615,2.9250531,0.67,3.7
-3.9329295,-4.4268928,2.914976,0.68,3.7
-3.9424121,-4.4218316,2.9050353,0.69,3.7
-3.9516373,-4.4164457,2.8952315,0.7,3.7
-3.960594,-4.410748,2.885563,0.71,3.7
-3.9692767,-4.404751,2.8760297,0.72,3.7
-3.9776766,-4.3984675,2.8666308,0.73,3.7
-3.9857903,-4.391913,2.8573632,0.74,3.7
-3.9936087,-4.385097,2.848227,0.75,3.7
-4.001131,-4.378035,2.8392186,0.76,3.7
-4.0083537,-4.3707385,2.8303368,0.77,3.7
-4.0152736,-4.363219,2.8215806,0.78,3.7
-4.021971,-4.356002,2.8123624,0.79,3.7
-4.0286245,-4.349336,2.8019826,0.8,3.7
-4.0350513,-4.342397,2.7913547,0.81,3.7
-4.03911,-4.335969,2.783003,0.82,3.7
-4.0426083,-4.329786,2.7748425,0.83,3.7
-4.045852,-4.3233876,2.766788,0.84,3.7
-4.0488434,-4.3167806,2.758838,0.85,3.7
-4.0516806,-4.309776,2.750563,0.86,3.7
-4.0542707,-4.3025837,2.7423868,0.87,3.7
-4.056611,-4.295218,2.7343118,0.88,3.7
-4.0587063,-4.2876897,2.7263389,0.89,3.7
-4.060547,-4.280046,2.7182236,0.9,3.7
-4.062146,-4.2722607,2.7101877,0.91,3.7
-4.0635114,-4.2643375,2.7022533,0.92,3.7
-4.064646,-4.256284,2.694416,0.93,3.7
-4.065526,-4.248207,2.6867855,0.94,3.7
-4.066158,-4.240108,2.679356,0.95,3.7
-4.066572,-4.2318954,2.6720078,0.96,3.7
-4.066773,-4.223579,2.6647406,0.97,3.7
-4.066765,-4.215164,2.6575494,0.98,3.7
-4.066552,-4.206657,2.6504338,0.99,3.7
-4.0661383,-4.1980658,2.6433902,1.0,3.7
-3.4672172,-4.174938,3.4635415,0.01,3.8
-3.46731,-4.175345,3.4632719,0.02,3.8
-3.4674666,-4.1760225,3.4628203,0.03,3.8
-3.4676874,-4.1769724,3.4621868,0.04,3.8
-3.4679759,-4.178194,3.4613683,0.05,3.8
-3.4683332,-4.179692,3.460362,0.06,3.8
-3.468764,-4.1814637,3.4591641,0.07,3.8
-3.4692724,-4.183512,3.4577706,0.08,3.8
-3.469865,-4.1858387,3.4561782,0.09,3.8
-3.4705467,-4.1884465,3.454378,0.1,3.8
-3.4713252,-4.1913342,3.4523666,0.11,3.8
-3.4722118,-4.194505,3.4501364,0.12,3.8
-3.4732158,-4.1979585,3.4476802,0.13,3.8
-3.4743469,-4.2016945,3.444989,0.14,3.8
-3.4756234,-4.205712,3.4420536,0.15,3.8
-3.47706,-4.2100096,3.4388657,0.16,3.8
-3.478676,-4.214582,3.435415,0.17,3.8
-3.4804914,-4.2194247,3.4316916,0.18,3.8
-3.48253,-4.224528,3.4276838,0.19,3.8
-3.4848187,-4.2298837,3.423383,0.2,3.8
-3.4873857,-4.2354736,3.4187796,0.21,3.8
-3.4902613,-4.2412868,3.4138644,0.22,3.8
-3.493474,-4.247298,3.408627,0.23,3.8
-3.4970586,-4.253486,3.403064,0.24,3.8
-3.5010471,-4.2598267,3.397169,0.25,3.8
-3.5054715,-4.2662883,3.3909388,0.26,3.8
-3.5103605,-4.27284,3.3843718,0.27,3.8
-3.5157444,-4.2794476,3.3774688,0.28,3.8
-3.5213127,-4.286405,3.3699186,0.29,3.8
-3.5272725,-4.2934937,3.3619003,0.3,3.8
-3.5337524,-4.300567,3.3535259,0.31,3.8
-3.5407674,-4.307587,3.3448036,0.32,3.8
-3.548327,-4.314515,3.3357444,0.33,3.8
-3.5564363,-4.3213143,3.3263638,0.34,3.8
-3.5650976,-4.327948,3.3166769,0.35,3.8
-3.5743067,-4.3343806,3.3066995,0.36,3.8
-3.583297,-4.341105,3.2964597,0.37,3.8
-3.5911424,-4.348725,3.2859857,0.38,3.8
-3.5993602,-4.3561473,3.2752836,0.39,3.8
-3.6079385,-4.3633375,3.264373,0.4,3.8
-3.616864,-4.370266,3.2532785,0.41,3.8
-3.6261177,-4.376904,3.2420182,0.42,3.8
-3.6356838,-4.383225,3.2306173,0.43,3.8
-3.6455412,-4.3892064,3.2190938,0.44,3.8
-3.6556695,-4.3948245,3.2074707,0.45,3.8
-3.6660464,-4.400063,3.1957688,0.46,3.8
-3.676646,-4.404902,3.1840053,0.47,3.8
-3.6874452,-4.409329,3.1722004,0.48,3.8
-3.6984193,-4.4133315,3.1603725,0.49,3.8
-3.709544,-4.4169,3.1485364,0.5,3.8
-3.7207928,-4.4200263,3.1367104,0.51,3.8
-3.7321393,-4.422706,3.124909,0.52,3.8
-3.7435594,-4.4249344,3.113143,0.53,3.8
-3.7550278,-4.4267097,3.1014278,0.54,3.8
-3.7665188,-4.4280334,3.089775,0.55,3.8
-3.7780087,-4.4289045,3.0781944,0.56,3.8
-3.7894711,-4.4293284,3.0666966,0.57,3.8
-3.8006089,-4.429461,3.055428,0.58,3.8
-3.811694,-4.4291453,3.0442488,0.59,3.8
-3.822704,-4.42839,3.0331676,0.6,3.8
-3.8336196,-4.4272017,3.0221891,0.61,3.8
-3.8444183,-4.425589,3.0113175,0.62,3.8
-3.855086,-4.4235635,3.0005598,0.63,3.8
-3.8656023,-4.421134,2.9899192,0.64,3.8
-3.87595,-4.418312,2.979398,0.65,3.8
-3.8861153,-4.4151077,2.968999,0.66,3.8
-3.8960829,-4.411535,2.9587243,0.67,3.8
-3.9058402,-4.4076033,2.9485753,0.68,3.8
-3.915376,-4.4033265,2.9385552,0.69,3.8
-3.9246767,-4.3987155,2.9286602,0.7,3.8
-3.9337351,-4.3937864,2.9188943,0.71,3.8
-3.9425404,-4.3885465,2.9092548,0.72,3.8
-3.9510858,-4.3830132,2.899741,0.73,3.8
-3.9593642,-4.3771954,2.8903542,0.74,3.8
-3.96737,-4.3711085,2.8810914,0.75,3.8
-3.9750965,-4.3647637,2.8719518,0.76,3.8
-3.9825416,-4.358172,2.8629339,0.77,3.8
-3.9897003,-4.3513455,2.8540351,0.78,3.8
-3.9965703,-4.344297,2.8452535,0.79,3.8
-4.0031505,-4.3370376,2.8365881,0.8,3.8
-4.0094395,-4.3295774,2.8280356,0.81,3.8
-4.015586,-4.3219886,2.8190997,0.82,3.8
-4.0217376,-4.314913,2.8089216,0.83,3.8
-4.027452,-4.3085,2.798406,0.84,3.8
-4.0314817,-4.3024464,2.7894273,0.85,3.8
-4.0345163,-4.296289,2.7814229,0.86,3.8
-4.037308,-4.289933,2.7735143,0.87,3.8
-4.0399156,-4.2832775,2.765461,0.88,3.8
-4.042325,-4.276359,2.7573242,0.89,3.8
-4.0444984,-4.269277,2.7492836,0.9,3.8
-4.0464363,-4.262038,2.7413359,0.91,3.8
-4.0481434,-4.2546506,2.7334795,0.92,3.8
-4.049623,-4.2471247,2.7257125,0.93,3.8
-4.0508776,-4.239467,2.7180297,0.94,3.8
-4.0519,-4.231717,2.710244,0.95,3.8
-4.052703,-4.2238574,2.7024977,0.96,3.8
-4.0532923,-4.215889,2.6948383,0.97,3.8
-4.053671,-4.2078156,2.6872618,0.98,3.8
-4.053805,-4.1997952,2.679942,0.99,3.8
-4.053733,-4.1917033,2.6727226,1.0,3.8
-3.463899,-4.1441636,3.4773004,0.01,3.9
-3.463967,-4.1445575,3.4770522,0.02,3.9
-3.4640815,-4.145213,3.4766366,0.03,3.9
-3.4642427,-4.1461315,3.476052,0.04,3.9
-3.464454,-4.147315,3.475299,0.05,3.9
-3.4647171,-4.148762,3.4743712,0.06,3.9
-3.4650364,-4.150478,3.4732678,0.07,3.9
-3.465414,-4.1524606,3.4719844,0.08,3.9
-3.4658554,-4.154713,3.4705164,0.09,3.9
-3.4663675,-4.157237,3.468859,0.1,3.9
-3.4669569,-4.1600347,3.467005,0.11,3.9
-3.467631,-4.1631045,3.464951,0.12,3.9
-3.4684,-4.16645,3.462687,0.13,3.9
-3.4692743,-4.1700716,3.460208,0.14,3.9
-3.4702675,-4.173966,3.4575036,0.15,3.9
-3.4713945,-4.1781363,3.454566,0.16,3.9
-3.4726725,-4.1825767,3.451385,0.17,3.9
-3.47412,-4.187284,3.4479516,0.18,3.9
-3.4758282,-4.192203,3.4442668,0.19,3.9
-3.4778113,-4.197331,3.4403186,0.2,3.9
-3.480036,-4.2027,3.436087,0.21,3.9
-3.482528,-4.208297,3.4315643,0.22,3.9
-3.4853199,-4.2141056,3.4267406,0.23,3.9
-3.4884384,-4.220107,3.4216082,0.24,3.9
-3.4919162,-4.2262797,3.416161,0.25,3.9
-3.4957826,-4.232597,3.4103923,0.26,3.9
-3.5000694,-4.2390323,3.4043012,0.27,3.9
-3.5048044,-4.2455535,3.3978844,0.28,3.9
-3.5100152,-4.25213,3.3911448,0.29,3.9
-3.515687,-4.2587647,3.3840475,0.3,3.9
-3.5214522,-4.2658076,3.3762324,0.31,3.9
-3.5277169,-4.272836,3.3680708,0.32,3.9
-3.5344968,-4.2798166,3.3595738,0.33,3.9
-3.5417979,-4.286711,3.350751,0.34,3.9
-3.5496285,-4.293484,3.3416164,0.35,3.9
-3.557988,-4.300101,3.3321834,0.36,3.9
-3.5668755,-4.3065286,3.322468,0.37,3.9
-3.5751622,-4.3135123,3.3125005,0.38,3.9
-3.5827606,-4.3210735,3.3022983,0.39,3.9
-3.5907192,-4.328448,3.2918723,0.4,3.9
-3.5990267,-4.335603,3.2812417,0.41,3.9
-3.6076682,-4.3425107,3.2704248,0.42,3.9
-3.6166291,-4.3491435,3.2594464,0.43,3.9
-3.6258917,-4.355475,3.2483232,0.44,3.9
-3.6354377,-4.361484,3.2370772,0.45,3.9
-3.6452472,-4.3671484,3.2257268,0.46,3.9
-3.6552978,-4.3724494,3.2142937,0.47,3.9
-3.6655684,-4.3773713,3.2027946,0.48,3.9
-3.676035,-4.381899,3.1912482,0.49,3.9
-3.6866739,-4.3860207,3.1796706,0.5,3.9
-3.697461,-4.3897266,3.168079,0.51,3.9
-3.7083726,-4.3930106,3.156489,0.52,3.9
-3.7193851,-4.395864,3.1449132,0.53,3.9
-3.7304714,-4.3982854,3.133366,0.54,3.9
-3.7416096,-4.400271,3.12186,0.55,3.9
-3.7527754,-4.4018207,3.1104052,0.56,3.9
-3.7639458,-4.4029355,3.099014,0.57,3.9
-3.7750976,-4.4036183,3.0876935,0.58,3.9
-3.7862084,-4.4038715,3.0764546,0.59,3.9
-3.7972598,-4.4037023,3.0653026,0.6,3.9
-3.8082278,-4.403114,3.0542462,0.61,3.9
-3.8190947,-4.4021153,3.0432885,0.62,3.9
-3.8298411,-4.4007125,3.0324385,0.63,3.9
-3.8403852,-4.398953,3.0217314,0.64,3.9
-3.8506436,-4.3968773,3.0112026,0.65,3.9
-3.8607457,-4.394421,3.000785,0.66,3.9
-3.8706775,-4.3915906,2.9904804,0.67,3.9
-3.8804235,-4.3884006,2.980291,0.68,3.9
-3.8899734,-4.3848586,2.970219,0.69,3.9
-3.8993118,-4.3809786,2.960263,0.7,3.9
-3.9084322,-4.3767734,2.9504273,0.71,3.9
-3.917321,-4.372251,2.94071,0.72,3.9
-3.9259713,-4.3674254,2.9311113,0.73,3.9
-3.934376,-4.3623104,2.921631,0.74,3.9
-3.9425266,-4.3569155,2.9122689,0.75,3.9
-3.9504168,-4.351252,2.9030228,0.76,3.9
-3.9580443,-4.3453336,2.893894,0.77,3.9
-3.9654012,-4.339169,2.8848782,0.78,3.9
-3.9724865,-4.3327746,2.8759747,0.79,3.9
-3.979296,-4.3261547,2.8671825,0.8,3.9
-3.9858284,-4.319326,2.8585005,0.81,3.9
-3.9920814,-4.3122954,2.8499231,0.82,3.9
-3.9980547,-4.3050756,2.8414514,0.83,3.9
-4.0039144,-4.2977424,2.8325408,0.84,3.9
-4.009667,-4.290309,2.8231597,0.85,3.9
-4.014925,-4.2833085,2.813764,0.86,3.9
-4.019855,-4.276885,2.8039377,0.87,3.9
-4.024012,-4.270759,2.794442,0.88,3.9
-4.0266113,-4.264628,2.7865753,0.89,3.9
-4.0290003,-4.258276,2.7787125,0.9,3.9
-4.031235,-4.2516046,2.7706177,0.91,3.9
-4.0332437,-4.244775,2.7626119,0.92,3.9
-4.0350275,-4.2377954,2.7546923,0.93,3.9
-4.0365906,-4.2306743,2.7468574,0.94,3.9
-4.0379353,-4.2234173,2.7391052,0.95,3.9
-4.0390654,-4.2160354,2.731433,0.96,3.9
-4.0399837,-4.208534,2.7238379,0.97,3.9
-4.040695,-4.2009196,2.7163203,0.98,3.9
-4.041201,-4.1932,2.7088754,0.99,3.9
-4.041498,-4.1854043,2.7013676,1.0,3.9
-3.461007,-4.1158385,3.489641,0.01,4.0
-3.461066,-4.1162095,3.4894137,0.02,4.0
-3.4611652,-4.1168284,3.4890327,0.03,4.0
-3.4613044,-4.1176963,3.4884977,0.04,4.0
-3.4614875,-4.118815,3.487807,0.05,4.0
-3.461714,-4.1201825,3.4869573,0.06,4.0
-3.4619906,-4.1218047,3.4859464,0.07,4.0
-3.4623163,-4.1236796,3.4847693,0.08,4.0
-3.4626975,-4.1258106,3.4834235,0.09,4.0
-3.4631398,-4.1282,3.4819045,0.1,4.0
-3.4636467,-4.1308484,3.4802048,0.11,4.0
-3.464227,-4.133758,3.4783206,0.12,4.0
-3.464888,-4.136931,3.4762444,0.13,4.0
-3.4656396,-4.140367,3.473969,0.14,4.0
-3.4664931,-4.144069,3.4714866,0.15,4.0
-3.4674604,-4.148035,3.468789,0.16,4.0
-3.4685571,-4.152265,3.4658682,0.17,4.0
-3.4697988,-4.156754,3.4627135,0.18,4.0
-3.4712067,-4.1615014,3.4593165,0.19,4.0
-3.4727995,-4.1664987,3.455665,0.2,4.0
-3.4746022,-4.1717396,3.4517515,0.21,4.0
-3.4766405,-4.177211,3.447565,0.22,4.0
-3.4789407,-4.1829,3.4430969,0.23,4.0
-3.4815328,-4.1887913,3.4383392,0.24,4.0
-3.4844468,-4.1948647,3.433284,0.25,4.0
-3.4877121,-4.2011,3.427924,0.26,4.0
-3.4913602,-4.2074704,3.4222562,0.27,4.0
-3.4954197,-4.2139497,3.4162767,0.28,4.0
-3.4999182,-4.220509,3.409983,0.29,4.0
-3.504968,-4.2270546,3.4033906,0.3,4.0
-3.5105152,-4.2336087,3.396491,0.31,4.0
-3.5163229,-4.240388,3.3890584,0.32,4.0
-3.5224032,-4.2473607,3.3810947,0.33,4.0
-3.5289774,-4.2542887,3.3728058,0.34,4.0
-3.5360553,-4.261134,3.3642008,0.35,4.0
-3.543642,-4.2678666,3.355294,0.36,4.0
-3.5517378,-4.27445,3.3460963,0.37,4.0
-3.5603411,-4.280852,3.3366249,0.38,4.0
-3.567879,-4.288131,3.3269117,0.39,4.0
-3.575258,-4.29562,3.3169634,0.4,4.0
-3.5829847,-4.3029313,3.3067968,0.41,4.0
-3.5910475,-4.3100343,3.2964275,0.42,4.0
-3.5994337,-4.316902,3.2858753,0.43,4.0
-3.6081285,-4.3235087,3.2751608,0.44,4.0
-3.6171157,-4.3298287,3.264302,0.45,4.0
-3.6263783,-4.33584,3.2533193,0.46,4.0
-3.635896,-4.3415236,3.242231,0.47,4.0
-3.6456492,-4.3468604,3.2310548,0.48,4.0
-3.6556158,-4.351833,3.2198098,0.49,4.0
-3.6657743,-4.3564296,3.2085116,0.5,4.0
-3.6761029,-4.3606386,3.1971776,0.51,4.0
-3.6865778,-4.364448,3.1858227,0.52,4.0
-3.6971753,-4.3678517,3.1744618,0.53,4.0
-3.7078736,-4.3708444,3.163109,0.54,4.0
-3.7186487,-4.3734193,3.151777,0.55,4.0
-3.7294765,-4.3755755,3.140477,0.56,4.0
-3.7403355,-4.377313,3.1292198,0.57,4.0
-3.751203,-4.37863,3.118018,0.58,4.0
-3.7620575,-4.3795295,3.1068776,0.59,4.0
-3.7728784,-4.380016,3.0958085,0.6,4.0
-3.7836437,-4.380092,3.0848184,0.61,4.0
-3.7943356,-4.379763,3.0739136,0.62,4.0
-3.804934,-4.379036,3.0630991,0.63,4.0
-3.815422,-4.3779182,3.0523815,0.64,4.0
-3.8257818,-4.376417,3.0417643,0.65,4.0
-3.835998,-4.3745413,3.031252,0.66,4.0
-3.8460546,-4.3722997,3.0208468,0.67,4.0
-3.8559394,-4.369703,3.0105526,0.68,4.0
-3.8656385,-4.3667593,3.0003712,0.69,4.0
-3.8751395,-4.36348,2.9903042,0.7,4.0
-3.8844306,-4.359876,2.9803505,0.71,4.0
-3.893503,-4.3559575,2.9705129,0.72,4.0
-3.9022489,-4.35179,2.960841,0.73,4.0
-3.9107425,-4.347338,2.9512928,0.74,4.0
-3.9190028,-4.3426003,2.9418552,0.75,4.0
-3.9270217,-4.3375854,2.932528,0.76,4.0
-3.9347937,-4.332308,2.92331,0.77,4.0
-3.9423144,-4.326777,2.9142,0.78,4.0
-3.9495778,-4.3210034,2.9051976,0.79,4.0
-3.9565814,-4.315,2.8963017,0.8,4.0
-3.9633222,-4.3087745,2.8875086,0.81,4.0
-3.9697964,-4.30234,2.8788195,0.82,4.0
-3.9760053,-4.2957044,2.87023,0.83,4.0
-3.9819462,-4.288879,2.86174,0.84,4.0
-3.9876177,-4.2818727,2.8533468,0.85,4.0
-3.9932144,-4.2747746,2.8444133,0.86,4.0
-3.998677,-4.2675676,2.8351305,0.87,4.0
-4.0036206,-4.2609057,2.8258054,0.88,4.0
-4.008231,-4.2542696,2.8165448,0.89,4.0
-4.0125804,-4.2474823,2.8073895,0.9,4.0
-4.0166607,-4.2407384,2.7981644,0.91,4.0
-4.018853,-4.234635,2.7904217,0.92,4.0
-4.020909,-4.2282023,2.7824094,0.93,4.0
-4.0227556,-4.221599,2.7744374,0.94,4.0
-4.0243883,-4.214853,2.7665472,0.95,4.0
-4.0258093,-4.207969,2.7587357,0.96,4.0
-4.0270214,-4.200957,2.7510002,0.97,4.0
-4.0280285,-4.1938233,2.7433395,0.98,4.0
-4.0288324,-4.1865726,2.7357519,0.99,4.0
-4.029437,-4.179215,2.7282343,1.0,4.0
-3.4584289,-4.08974,3.5007389,0.01,4.1
-3.45848,-4.0900908,3.500529,0.02,4.1
-3.4585662,-4.0906763,3.5001802,0.03,4.1
-3.458689,-4.0914974,3.499689,0.04,4.1
-3.4588482,-4.092554,3.4990551,0.05,4.1
-3.4590461,-4.0938478,3.4982746,0.06,4.1
-3.4592857,-4.0953813,3.497346,0.07,4.1
-3.4595692,-4.097156,3.4962656,0.08,4.1
-3.459901,-4.0991735,3.4950302,0.09,4.1
-3.460284,-4.101435,3.4936337,0.1,4.1
-3.4607239,-4.1039433,3.4920726,0.11,4.1
-3.4612272,-4.1067023,3.490341,0.12,4.1
-3.4617996,-4.109711,3.4884326,0.13,4.1
-3.4624503,-4.112973,3.4863412,0.14,4.1
-3.463187,-4.116488,3.4840586,0.15,4.1
-3.4640217,-4.1202593,3.4815767,0.16,4.1
-3.4649684,-4.1242843,3.4788895,0.17,4.1
-3.4660392,-4.1285644,3.4759848,0.18,4.1
-3.4672532,-4.133095,3.4728563,0.19,4.1
-3.4686277,-4.137873,3.4694924,0.2,4.1
-3.470184,-4.142894,3.4658842,0.21,4.1
-3.4719446,-4.1481457,3.4620216,0.22,4.1
-3.4739356,-4.153622,3.457895,0.23,4.1
-3.4761822,-4.1593075,3.4534948,0.24,4.1
-3.478713,-4.1651864,3.448815,0.25,4.1
-3.4815576,-4.1712413,3.4438457,0.26,4.1
-3.484744,-4.177449,3.4385831,0.27,4.1
-3.4883018,-4.1837873,3.4330208,0.28,4.1
-3.4922595,-4.1902285,3.427158,0.29,4.1
-3.4966419,-4.1967463,3.4209912,0.3,4.1
-3.501476,-4.2033086,3.4145236,0.31,4.1
-3.5067818,-4.2098846,3.4077556,0.32,4.1
-3.512562,-4.2164607,3.400677,0.33,4.1
-3.5183938,-4.223433,3.3928807,0.34,4.1
-3.5247087,-4.2303567,3.3847706,0.35,4.1
-3.5315154,-4.237198,3.376356,0.36,4.1
-3.5388184,-4.2439256,3.3676484,0.37,4.1
-3.5466182,-4.250506,3.3586605,0.38,4.1
-3.554834,-4.256966,3.349408,0.39,4.1
-3.561621,-4.2645497,3.339924,0.4,4.1
-3.568756,-4.2719893,3.3302078,0.41,4.1
-3.5762315,-4.2792554,3.3202755,0.42,4.1
-3.584036,-4.286321,3.310146,0.43,4.1
-3.5921564,-4.293159,3.2998378,0.44,4.1
-3.600579,-4.299743,3.2893677,0.45,4.1
-3.609288,-4.3060527,3.2787552,0.46,4.1
-3.6182659,-4.3120656,3.268019,0.47,4.1
-3.6274936,-4.317762,3.2571757,0.48,4.1
-3.6369698,-4.323112,3.2462442,0.49,4.1
-3.6466568,-4.3281126,3.2352417,0.5,4.1
-3.6565316,-4.332752,3.2241838,0.51,4.1
-3.6665728,-4.337019,3.2130845,0.52,4.1
-3.6767564,-4.3409033,3.201958,0.53,4.1
-3.6870627,-4.344398,3.1908205,0.54,4.1
-3.6974666,-4.3474956,3.1796849,0.55,4.1
-3.7079494,-4.3501935,3.1685622,0.56,4.1
-3.7184858,-4.352487,3.1574655,0.57,4.1
-3.7290556,-4.3543763,3.1464045,0.58,4.1
-3.7396374,-4.355861,3.135388,0.59,4.1
-3.7502105,-4.356943,3.1244264,0.6,4.1
-3.760754,-4.3576236,3.1135283,0.61,4.1
